Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Subcellular location [CC]
P40344	reviewed	ATG3_YEAST	Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)	ATG3 APG3 AUT1 YNR007C N2040	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11149920, ECO:0000269|PubMed:14562095}.
P40345	reviewed	PDAT_YEAST	Phospholipid:diacylglycerol acyltransferase (PDAT) (EC 2.3.1.158) (LCAT-related open reading frame 1) (Lecithin cholesterol acyl transferase-related open reading frame 1) (Triacylglycerol synthase) (TAG synthase)	LRO1 YNR008W N2042	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22446555, ECO:0000269|PubMed:22454508, ECO:0000269|PubMed:31422915, ECO:0000269|PubMed:32349126}; Single-pass type II membrane protein {ECO:0000269|PubMed:22446555}. Nucleus inner membrane {ECO:0000269|PubMed:31422915}; Single-pass type II membrane protein {ECO:0000255}. Note=Localizes to sites of lipid droplet biogenesis in the endoplasmic reticulum (PubMed:22454508, PubMed:32349126). Relocates from the endoplasmic reticulum to a subdomain of the inner nuclear membrane that associates with the nucleolus upon nutrient starvation (PubMed:31422915). {ECO:0000269|PubMed:22454508, ECO:0000269|PubMed:31422915, ECO:0000269|PubMed:32349126}.
P40347	reviewed	PPAL_YEAST	Low molecular weight phosphotyrosine protein phosphatase (PTPase) (EC 3.1.3.48) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2)	LTP1 YPR073C YP9499.28C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:7629177}.
P40348	reviewed	RFC2_YEAST	Replication factor C subunit 2 (Replication factor C2) (Activator 1 41 kDa subunit)	RFC2 YJR068W J1808	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P40350	reviewed	ALG5_YEAST	Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5)	ALG5 YPL227C P1437	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	334	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8076653}; Single-pass type II membrane protein {ECO:0000255}. Note=Its interaction with the substrate UDP-glucose may occur at the cytoplasmic side of the ER, whereas the steps utilizing dolichyl beta-D-glucosyl phosphate take place in the lumen of the ER. {ECO:0000269|PubMed:8076653}.
P40352	reviewed	RAD26_YEAST	DNA repair and recombination protein RAD26 (EC 3.6.4.12) (ATP-dependent helicase RAD26)	RAD26 GTA1085 YJR035W J1606	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1085	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P40353	reviewed	ATF1_YEAST	Alcohol O-acetyltransferase 1 (AATase 1) (EC 2.3.1.84) (EC 3.1.2.20)	ATF1 YOR377W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	525	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:15042596, ECO:0000269|PubMed:25093817, ECO:0000269|PubMed:28497697}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:25093817}; Peripheral membrane protein {ECO:0000269|PubMed:25093817}. Note=Traffics to lipid droplets during the stationary phase (PubMed:25093817). {ECO:0000269|PubMed:25093817}.
P40356	reviewed	MED3_YEAST	Mediator of RNA polymerase II transcription subunit 3 (Hyper-recombination suppressor protein 1) (Mediator complex subunit 3) (Poly-glutamine domain protein 1)	PGD1 HRS1 MED3 YGL025C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	397	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16630888, ECO:0000269|PubMed:8849881}.
P40357	reviewed	SEC9_YEAST	Protein transport protein SEC9	SEC9 HSS7 YGR009C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	651	
P40358	reviewed	JEM1_YEAST	DnaJ-like chaperone JEM1 (DnaJ-like protein of the ER membrane 1)	JEM1 KAR8 YJL073W HRC558 J1083	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	645	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9148890}; Single-pass type IV membrane protein {ECO:0000269|PubMed:9148890}. Nucleus membrane {ECO:0000269|PubMed:15282802}.
P40359	reviewed	PSF2_YEAST	DNA replication complex GINS protein PSF2 (Partner of Sld five 2)	PSF2 YJL072C HRF213 J1086	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12730134}.
P40360	reviewed	NAGS_YEAST	Amino-acid acetyltransferase, mitochondrial (EC 2.3.1.1) (Arginine-requiring protein 2) (Glutamate N-acetyltransferase) (N-acetylglutamate synthase) (AGS) (NAGS)	ARG2 YJL071W HRB574 J1091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	574	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:205532}.
P40362	reviewed	UTP18_YEAST	U3 small nucleolar RNA-associated protein 18 (U3 snoRNA-associated protein 18) (U three protein 18)	UTP18 YJL069C HRE594 J1098	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	594	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15590835}.
P40367	reviewed	GPI7_YEAST	GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 7) (Local anestheticum-sensitive protein 21)	LAS21 GPI7 YJL062W HRC830 J1132	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	830	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10329735, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:10329735, ECO:0000269|PubMed:14562095}.
P40368	reviewed	NUP82_YEAST	Nucleoporin NUP82 (Nuclear pore protein NUP82)	NUP82 YJL061W HRB187 J1135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713	SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:10801828}. Nucleus membrane; Peripheral membrane protein; Cytoplasmic side.
P40395	reviewed	RIC1_YEAST	Guanine nucleotide exchange factor subunit RIC1 (Protein RIC1) (Ribosome control protein 1) (Ric1p)	RIC1 YLR039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1056	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:10990452, ECO:0000269|PubMed:11160819, ECO:0000269|PubMed:11689439, ECO:0000269|PubMed:14562095}; Peripheral membrane protein {ECO:0000269|PubMed:10990452, ECO:0000269|PubMed:11160819, ECO:0000269|PubMed:11689439, ECO:0000269|PubMed:14562095}.
P40414	reviewed	TPM2_YEAST	Tropomyosin-2	TPM2 YIL138C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P40416	reviewed	ATM1_YEAST	Iron-sulfur clusters transporter ATM1, mitochondrial (EC 7.-.-.-)	ATM1 MDY YMR301C YM9952.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	690	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:24604199, ECO:0000269|PubMed:7828591}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:24604199, ECO:0000269|PubMed:25006243, ECO:0000269|PubMed:7828591}.
P40422	reviewed	RPAB4_YEAST	DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha)	RPC10 RPB12 YHR143W-A YHR143BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	70	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.
P40438	reviewed	VTH1_YEAST	VPS10 homolog 1 (Sortilin VTH1)	VTH1 YIL173W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1549	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Endosome membrane {ECO:0000269|PubMed:14562095}; Single-pass type I membrane protein {ECO:0000269|PubMed:14562095}.
P40450	reviewed	BNR1_YEAST	BNI1-related protein 1	BNR1 YIL159W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1375	
P40453	reviewed	UBP7_YEAST	Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)	UBP7 YIL156W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1071	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P40454	reviewed	PTPA1_YEAST	Serine/threonine-protein phosphatase 2A activator 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA-1) (PPIase PTPA-1) (Rotamase PTPA-1) (Phosphotyrosyl phosphatase activator 1)	RRD1 NCS1 YPA1 YIL153W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
P40457	reviewed	MLP2_YEAST	Protein MLP2 (Myosin-like protein 2)	MLP2 YIL149C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1679	SUBCELLULAR LOCATION: Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Nucleus, nuclear pore complex {ECO:0000269|PubMed:24152732}. Note=Nuclear periphery, excluded from nuclear envelope adjacent to nucleolus.
P40458	reviewed	ATG32_YEAST	Autophagy-related protein 32 (Extracellular mutant protein 37)	ATG32 ECM17 YIL146C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	529	SUBCELLULAR LOCATION: Mitochondrion outer membrane; Single-pass membrane protein. Vacuole membrane; Single-pass membrane protein. Preautophagosomal structure membrane; Single-pass membrane protein. Note=Is recruited to the preautophagosomal structure during mitophagy and imported into the vacuole along with mitochondria during starvation.
P40460	reviewed	NDC80_YEAST	Kinetochore protein NDC80 (80 kDa spindle component protein) (Nuclear division cycle protein 80) (Two-hybrid interaction with DMC1 protein 3)	NDC80 HEC1 TID3 YIL144W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	691	SUBCELLULAR LOCATION: Nucleus. Chromosome, centromere, kinetochore. Note=Associated with kinetochores.
P40462	reviewed	TM108_YEAST	Protein TMA108 (EC 3.4.11.-) (108 kDa translation machinery-associated protein)	TMA108 YIL137C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	946	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P40465	reviewed	CSM2_YEAST	Chromosome segregation in meiosis protein 2	CSM2 YIL132C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P40466	reviewed	FKH1_YEAST	Fork head protein homolog 1	FKH1 YIL131C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	484	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22932476}. Cytoplasm, cytosol {ECO:0000269|PubMed:12702877}. Note=Relocalizes to the cytosol in response to hypoxia. {ECO:0000269|PubMed:12702877}.
P40469	reviewed	MET18_YEAST	DNA repair/transcription protein MET18/MMS19 (Methyl methanesulfonate-sensitivity protein 19)	MET18 MMS19 YIL128W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1032	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P40471	reviewed	AYR1_YEAST	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase (ADR) (EC 1.1.1.101) (1-acyl DHAP reductase) (Acyl/alkyl DHAP reductase) (Acylglycerone-phosphate reductase) (Triacylglycerol lipase AYR1) (TAG lipase) (EC 3.1.1.3)	AYR1 GBG1 YIL124W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:10515935, ECO:0000269|PubMed:10617610, ECO:0000269|PubMed:21820081, ECO:0000269|PubMed:24868093}. Mitochondrion outer membrane {ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:28916712}. Endoplasmic reticulum {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:28916712}.
P40472	reviewed	SIM1_YEAST	Probable secreted beta-glucosidase SIM1 (EC 3.2.1.-)	SIM1 PBP3 YIL123W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	476	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000269|PubMed:11958935, ECO:0000269|PubMed:24040106}. Note=Non-covalently bound to the cell wall.
P40477	reviewed	NU159_YEAST	Nucleoporin NUP159 (Nuclear pore protein NUP159)	NUP159 NUP158 RAT7 YIL115C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1460	SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:17546040, ECO:0000269|PubMed:23223634, ECO:0000269|PubMed:25646085}. Nucleus membrane; Peripheral membrane protein; Cytoplasmic side.
P40479	reviewed	SDP1_YEAST	Dual-specificity protein phosphatase SDP1 (EC 3.1.3.48) (Stress-inducible MAPK phosphatase)	SDP1 YIL113W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	209	
P40482	reviewed	SEC24_YEAST	Protein transport protein SEC24 (Abnormal nuclear morphology 1)	SEC24 ANU1 YIL109C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	926	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8548805}. Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000269|PubMed:10720463, ECO:0000269|PubMed:10753972, ECO:0000269|PubMed:11086000, ECO:0000269|PubMed:12235121, ECO:0000269|PubMed:8548805, ECO:0000269|PubMed:9568718}; Peripheral membrane protein {ECO:0000269|PubMed:11086000, ECO:0000269|PubMed:8548805}; Cytoplasmic side {ECO:0000269|PubMed:8548805}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:10712514, ECO:0000269|PubMed:8548805}; Peripheral membrane protein; Cytoplasmic side. Golgi apparatus membrane {ECO:0000305|PubMed:8548805}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}.
P40484	reviewed	MOB1_YEAST	DBF2 kinase activator protein MOB1 (MPS1 binder 1) (Maintenance of ploidy protein MOB1)	MOB1 YIL106W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Bud neck. Chromosome, centromere. Note=Localizes predominantly to the cytoplasmic surface of the spindle pole body during anaphase and to a ring at the bud neck during cytokinesis. Translocates to the nucleus during mitosis and associates with centromere DNA.
P40485	reviewed	SLM1_YEAST	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1 (Synthetic lethal with MSS4 protein 1) (TORC2 effector protein SLM1)	SLM1 LIT2 YIL105C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	686	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15023338, ECO:0000269|PubMed:15372071, ECO:0000269|PubMed:15689497}; Peripheral membrane protein {ECO:0000269|PubMed:15023338, ECO:0000269|PubMed:15372071, ECO:0000269|PubMed:15689497}; Cytoplasmic side {ECO:0000269|PubMed:15023338, ECO:0000269|PubMed:15372071, ECO:0000269|PubMed:15689497}. Note=Localizes to cortical punctate structures. Correct localization requires phosphatidylinositol 4,5-bisphosphate and functional TORC2.
P40487	reviewed	DPH1_YEAST	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)	DPH1 YIL103W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	425	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P40489	reviewed	XBP1_YEAST	Transcriptional repressor XBP1 (XhoI site-binding protein 1)	XBP1 YIL101C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P40492	reviewed	FYV10_YEAST	Protein FYV10 (EC 2.3.2.27) (Function required for yeast viability protein 10) (Glucose-induced degradation protein 9) (Probable E3 ubiquitin-protein ligase GID9)	FYV10 GID9 YIL097W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	516	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P40494	reviewed	PRK1_YEAST	Actin-regulating kinase PRK1 (EC 2.7.11.1) (p53-regulating kinase 1)	PRK1 PAK1 YIL095W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	810	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, actin patch {ECO:0000269|PubMed:10087264, ECO:0000269|PubMed:14562095}. Note=Cortical actin patches.
P40495	reviewed	LYS12_YEAST	Homoisocitrate dehydrogenase, mitochondrial (HIcDH) (EC 1.1.1.87)	LYS12 LYS10 LYS11 YIL094C YI9910.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	371	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.
P40498	reviewed	UTP25_YEAST	U3 small nucleolar RNA-associated protein 25 (U3 snoRNA-associated protein 25) (U three protein 25)	UTP25 YIL091C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	721	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.
P40501	reviewed	AVT7_YEAST	Vacuolar amino acid transporter 7	AVT7 YIL088C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	490	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11274162}; Multi-pass membrane protein {ECO:0000269|PubMed:11274162}.
P40505	reviewed	SDS3_YEAST	Transcriptional regulatory protein SDS3 (Suppressor of defective silencing protein 3)	SDS3 YIL084C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	327	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P40506	reviewed	PPCS_YEAST	Phosphopantothenate--cysteine ligase CAB2 (EC 6.3.2.5) (Coenzyme A biosynthesis protein 2) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)	CAB2 YIL083C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P40507	reviewed	AIR1_YEAST	Protein AIR1 (Arginine methyltransferase-interacting RING finger protein 1)	AIR1 YIL079C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	360	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P40509	reviewed	COPE_YEAST	Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)	SEC28 YIL076W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	296	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it. {ECO:0000250}.
P40510	reviewed	SER33_YEAST	D-3-phosphoglycerate dehydrogenase 2 (3-PGDH 2) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	SER33 YIL074C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	469	
P40515	reviewed	FIS1_YEAST	Mitochondrial fission 1 protein (Mitochondrial division protein 2)	FIS1 MDV2 YIL065C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	155	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11038183, ECO:0000269|PubMed:12514182, ECO:0000269|PubMed:14576278}; Single-pass membrane protein {ECO:0000269|PubMed:11038183, ECO:0000269|PubMed:12514182, ECO:0000269|PubMed:14576278}.
P40518	reviewed	ARPC5_YEAST	Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC)	ARC15 YIL062C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	154	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, actin patch {ECO:0000269|PubMed:11248049}.
P40526	reviewed	DFG10_YEAST	Polyprenol reductase (EC 1.3.1.94) (Protein DFG10)	DFG10 YIL049W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	253	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P40527	reviewed	ATC7_YEAST	Probable phospholipid-transporting ATPase NEO1 (EC 7.6.2.1)	NEO1 YIL048W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1151	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:15314152}; Multi-pass membrane protein {ECO:0000269|PubMed:15314152}. Golgi apparatus membrane {ECO:0000269|PubMed:15314152}; Multi-pass membrane protein {ECO:0000269|PubMed:15314152}.
P40530	reviewed	PDK1_YEAST	[Pyruvate dehydrogenase (acetyl-transferring)] kinase 1, mitochondrial (PDK 1) (Pyruvate dehydrogenase kinase 1) (EC 2.7.11.2) (Protein kinase of PDH protein 1) (Pyruvate dehydrogenase complex kinase 1) (PDC kinase 1) ([Pyruvate dehydrogenase [lipoamide]] kinase 1)	PKP1 YIL042C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16643908, ECO:0000269|PubMed:16823961, ECO:0000269|PubMed:18180296}.
