Entry	Entry Name	Gene Names	Subcellular location [CC]
P16603	NCPR_YEAST	NCP1 CPR1 NCPR1 PRD1 YHR042W	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9468503}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}. Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16407407}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}. Cell membrane {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000269|PubMed:9368374}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_03212, ECO:0000305|PubMed:11485306, ECO:0000305|PubMed:9468503}.
P16649	TUP1_YEAST	TUP1 AAR1 AER2 AMM1 CYC9 FLK1 SFL2 UMR7 YCR084C YCR84C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P16658	SEN2_YEAST	SEN2 YLR105C L8004.12	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12925762}. Endomembrane system {ECO:0000269|PubMed:12925762}; Peripheral membrane protein {ECO:0000269|PubMed:12925762}. Mitochondrion outer membrane {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}; Peripheral membrane protein {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}; Cytoplasmic side {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}. Note=The tRNA splicing endonuclease complex is predominantly associated with the outer membrane of mitochondria, suggesting that tRNA splicing mainly takes place on the mitochondrial surface.
P16661	ALG1_YEAST	ALG1 YBR110W YBR0906	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
P16664	RGP1_YEAST	RGP1 YDR137W YD9302.13	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:10990452, ECO:0000269|PubMed:11689439}.
P16861	PFKA1_YEAST	PFK1 YGR240C G8599	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:18313953}. Mitochondrion outer membrane; Peripheral membrane protein; Cytoplasmic side {ECO:0000269|PubMed:16962558}.
P16862	PFKA2_YEAST	PFK2 YMR205C YM8325.06C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:18313953}. Mitochondrion outer membrane; Peripheral membrane protein; Cytoplasmic side {ECO:0000269|PubMed:16962558}.
P16892	FUS3_YEAST	FUS3 DAC2 YBL016W YBL03.21 YBL0303	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11781566}. Cytoplasm {ECO:0000269|PubMed:11781566}. Periplasm {ECO:0000269|PubMed:11781566}. Note=FUS3 shuttles rapidly between the cytoplasm and the nucleus independent of pheromone treatment or FUS3 phosphorylation level. Activated FUS3 translocates rapidly to the nucleus.
P17064	FCY2_YEAST	FCY2 YER056C	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P17065	SEC2_YEAST	SEC2 YNL272C N0641	SUBCELLULAR LOCATION: Bud neck {ECO:0000269|PubMed:10747090}. Bud tip {ECO:0000269|PubMed:10747090}. Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:10747090}. Note=Localizes to sites of polarized growth, namely to the bud neck and to the bud tip of growing buds, and associates with membranes. Colocalizes with secretory vesicles at exocytic sites. Proper localization is dependent on the actin cytoskeleton, MYO2, the kinesin-related protein SMY1, the Rab GTPase YPT32, and the production of post-Golgi vesicles.
P17076	RL8A_YEAST	RPL8A MAK7 RPL4A YHL033C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P17106	CBF1_YEAST	CBF1 CEP1 CP1 CPF1 YJR060W J1730	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}. Mitochondrion {ECO:0000269|PubMed:14576278}. Chromosome, centromere {ECO:0000269|PubMed:2185892}.
P17119	KAR3_YEAST	KAR3 YPR141C P9659.16	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Nucleus. Cytoplasm, cytoskeleton. Note=Cytoplasmic microtubules.
P17157	PHO85_YEAST	PHO85 SSG3 YPL031C P7102.18A	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12455686}. Nucleus {ECO:0000269|PubMed:12455686}. Note=Predominantly localizes to the nucleus. {ECO:0000269|PubMed:12455686}.
P17214	EST1_YEAST	EST1 YLR233C L8083.15	SUBCELLULAR LOCATION: Nucleus. Chromosome, telomere {ECO:0000305}.
P17255	VATA_YEAST	VMA1 CLS8 TFP1 YDL185W D1286	SUBCELLULAR LOCATION: Endomembrane system {ECO:0000269|PubMed:14562095}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:2139027}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=Membranes of various intracellular acidic compartments. {ECO:0000269|PubMed:14562095}.
P17260	KRE1_YEAST	KRE1 YNL322C N0336	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor. Secreted, cell wall. Note=Identified as GPI-anchored plasma membrane protein (GPI-PMP) as well as component of the cell wall. Concentrated at the surface of mother cells.
P17442	PHO81_YEAST	PHO81 YGR233C G8567	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Localizes predominantly to the nucleus in both high- and low-phosphate conditions.
P17505	MDHM_YEAST	MDH1 YKL085W	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:11502169}.
P17536	TPM1_YEAST	TPM1 YNL079C N2332	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}.
P17555	CAP_YEAST	SRV2 CAP1 YNL138W N1210 N1838	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, actin patch {ECO:0000269|PubMed:8552082}. Note=Cortical actin patches.
P17629	HPR1_YEAST	HPR1 YDR138W YD9302.14	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11060033, ECO:0000269|PubMed:14562095}.
P17649	GABAT_YEAST	UGA1 YGR019W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11914276}.
P17695	GLRX2_YEAST	GRX2 TTR TTR1 YDR513W D9719.17	SUBCELLULAR LOCATION: [Isoform Cytoplasmic]: Cytoplasm {ECO:0000269|PubMed:11958675, ECO:0000269|PubMed:16606613}.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion {ECO:0000269|PubMed:11958675, ECO:0000269|PubMed:16606613}.
P17709	HXKG_YEAST	GLK1 HOR3 YCL040W YCL312 YCL40W	
P17883	SKI3_YEAST	SKI3 YPR189W P9677.7	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
P17890	RPC7_YEAST	RPC31 ACP2 RPC8 YNL151C N1769	SUBCELLULAR LOCATION: Nucleus.
P17891	CLC1_YEAST	CLC1 YGR167W	SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Membrane, coated pit; Peripheral membrane protein; Cytoplasmic side. Note=Cytoplasmic face of coated pits and vesicles.
P17898	CPT1_YEAST	CPT1 YNL130C N1218 N1867	SUBCELLULAR LOCATION: Microsome membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein. Mitochondrion outer membrane; Multi-pass membrane protein.
P17967	PDI_YEAST	PDI1 MFP1 TRG1 YCL043C YCL313 YCL43C	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138}.
P18238	ADT3_YEAST	AAC3 YBR085W YBR0753	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P18239}; Multi-pass membrane protein {ECO:0000269|PubMed:24474793}.
P18239	ADT2_YEAST	PET9 AAC2 YBL030C YBL0421	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:795470}; Multi-pass membrane protein {ECO:0000269|PubMed:24474793}.
P18409	MDM10_YEAST	MDM10 YAL010C FUN37	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000255|HAMAP-Rule:MF_03102, ECO:0000269|PubMed:13679517, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:19556461, ECO:0000269|PubMed:8089171}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03102, ECO:0000269|PubMed:13679517, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:19556461, ECO:0000269|PubMed:8089171}. Note=The ERMES/MDM complex localizes to a few discrete foci (around 10 per single cell), that represent mitochondria-endoplasmic reticulum junctions. These foci are often found next to mtDNA nucleoids.
P18410	SPO7_YEAST	SPO7 YAL009W	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9822591}; Multi-pass membrane protein {ECO:0000269|PubMed:9822591}. Nucleus membrane {ECO:0000269|PubMed:9822591}; Multi-pass membrane protein {ECO:0000269|PubMed:9822591}.
P18412	TEC1_YEAST	TEC1 ROC1 YBR083W YBR0750	SUBCELLULAR LOCATION: Nucleus.
P18480	SNF5_YEAST	SNF5 SWI10 TYE4 YBR289W YBR2036	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P18494	GLN3_YEAST	GLN3 YER040W	SUBCELLULAR LOCATION: Nucleus.
P18562	UPP_YEAST	FUR1 YHR128W	
P18759	SEC18_YEAST	SEC18 YBR080C YBR0736	SUBCELLULAR LOCATION: Cytoplasm.
P18851	GBB_YEAST	STE4 YOR212W YOR50-2	
P18852	GBG_YEAST	STE18 YJR086W J1866	SUBCELLULAR LOCATION: Membrane; Lipid-anchor.
P18888	SNF6_YEAST	SNF6 YHL025W	SUBCELLULAR LOCATION: Nucleus.
P18898	PGTB1_YEAST	CDC43 CAL1 YGL155W G1864	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P18899	DDR48_YEAST	DDR48 FSP YMR173W YM8010.03	
P18961	YPK2_YEAST	YPK2 YKR2 YMR104C YM9718.03C	SUBCELLULAR LOCATION: Nucleus. Cytoplasm.
P19073	CDC42_YEAST	CDC42 SRO2 YLR229C L8083.13	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.
P19097	FAS2_YEAST	FAS2 YPL231W P1409	
P19145	GAP1_YEAST	GAP1 YKR039W	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11352928, ECO:0000269|PubMed:11500494, ECO:0000269|PubMed:12417748, ECO:0000269|PubMed:12499351, ECO:0000269|PubMed:14523026, ECO:0000269|PubMed:15039776, ECO:0000269|PubMed:15707981, ECO:0000269|PubMed:21471002}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:15707981}; Multi-pass membrane protein {ECO:0000255}. Note=Depending on nitrogen source, GAP1 is transported to the plasma membrane, where it functions for amino acid uptake, or to the vacuole, where it is degraded (PubMed:11500494, PubMed:11352928, PubMed:12499351, PubMed:12417748, PubMed:14523026, PubMed:15039776, PubMed:21471002). {ECO:0000269|PubMed:11352928, ECO:0000269|PubMed:11500494, ECO:0000269|PubMed:12417748, ECO:0000269|PubMed:12499351, ECO:0000269|PubMed:14523026, ECO:0000269|PubMed:15039776, ECO:0000269|PubMed:21471002}.
P19146	ARF2_YEAST	ARF2 YDL137W D2165	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:14562095}.
P19158	IRA2_YEAST	IRA2 CCS1 GLC4 YOL081W O0985	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P19211	IF5A2_YEAST	ANB1 HYP1 TIF51B YJR047C J1651	SUBCELLULAR LOCATION: Cytoplasm. Note=Concentrates in the perinuclear region.
P19262	ODO2_YEAST	KGD2 YDR148C YD8358.05C	SUBCELLULAR LOCATION: Mitochondrion.
P19263	MED14_YEAST	RGR1 MED14 YLR071C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11383511, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16630888}.
P19358	METK2_YEAST	SAM2 ETH2 YDR502C D9719.8	
P19414	ACON_YEAST	ACO1 GLU1 YLR304C L8003.22	SUBCELLULAR LOCATION: Mitochondrion. Cytoplasm. Note=Mainly mitochondrial, small amounts are also detected in the cytosol with a ratio of 94:6.
P19454	CSK22_YEAST	CKA2 YOR061W YOR29-12	
P19524	MYO2_YEAST	MYO2 CDC66 YOR326W O6167	SUBCELLULAR LOCATION: Bud neck {ECO:0000269|PubMed:8188749}. Bud tip {ECO:0000269|PubMed:8188749}. Note=Concentrates to sites of polarized growth, namely to the bud tip during S and G2 phases of the cell cycle and to the bud neck during cytokinesis.
P19541	RDS2_YEAST	RDS2 YPL133C LPI12C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227, ECO:0000269|PubMed:14562095}.
P19657	PMA2_YEAST	PMA2 YPL036W	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P19658	EXO70_YEAST	EXO70 YJL085W J0932	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle {ECO:0000269|PubMed:15583031}. Bud {ECO:0000269|PubMed:15788396}. Bud neck {ECO:0000305}. Note=Its polarization in the cell depends on EXO84. {ECO:0000269|PubMed:15788396}.
P19659	MED15_YEAST	GAL11 ABE1 MED15 RAR3 SDS4 SPT13 YOL051W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16630888}.
P19735	PRP6_YEAST	PRP6 RNA6 YBR055C YBR0508	SUBCELLULAR LOCATION: Nucleus.
P19736	PRP9_YEAST	PRP9 YDL030W D2773	SUBCELLULAR LOCATION: Nucleus.
P19807	HNM1_YEAST	HNM1 CTR CTR1 YGL077C	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P19812	UBR1_YEAST	UBR1 PTR1 YGR184C G7168	
P19880	AP1_YEAST	YAP1 PAR1 PDR4 SNQ3 YML007W YM9571.12	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11274141, ECO:0000269|PubMed:9130715, ECO:0000269|PubMed:9857197}. Cytoplasm {ECO:0000269|PubMed:11274141, ECO:0000269|PubMed:9130715, ECO:0000269|PubMed:9857197}. Note=Oxidized YAP1 is found predominantly in the nucleus, while reduced YAP1 is continuously exported to the cytoplasm by CRM1/exportin 1. Nuclear import requires the karyopherin PSE1/KAP121 and is independent on YAP1 oxidation state. {ECO:0000269|PubMed:11274141, ECO:0000269|PubMed:9130715, ECO:0000269|PubMed:9857197}.
P19882	HSP60_YEAST	HSP60 MIF4 YLR259C L8479.10	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:11502169}.
P20050	HOP1_YEAST	HOP1 YIL072W	SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Synapsis of meiotic chromosomes.
P20052	PHO80_YEAST	PHO80 AGS3 TUP7 VAC5 YOL001W O2505 UNB293	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:9853758}. Nucleus {ECO:0000269|PubMed:9853758}. Note=Localizes predominantly to the cytoplasm under phosphate-rich conditions and concentrates in the nucleus upon phosphate starvation.
P20053	PRP4_YEAST	PRP4 RNA4 YPR178W P9705.6	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P20081	FKBP_YEAST	FPR1 FKB1 RBP1 YNL135C N1213 N1845	SUBCELLULAR LOCATION: Cytoplasm. Mitochondrion {ECO:0000269|PubMed:16823961}.
P20095	PRP2_YEAST	PRP2 RNA2 YNR011C N2048	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:3536958}.
P20133	PGTB2_YEAST	BET2 YPR176C P9705.12	
P20134	SFL1_YEAST	SFL1 YOR140W YOR3339W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P20424	SRP54_YEAST	SRP54 SRH1 YPR088C P9513.14	SUBCELLULAR LOCATION: Cytoplasm.
P20433	RPB4_YEAST	RPB4 YJL140W J0654	SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Cytoplasm, P-body. Note=Seems to shuttle between nucleus and cytoplasm in a complex with RPB7.
P20434	RPAB1_YEAST	RPB5 RPA7 RPC9 YBR154C YBR1204	SUBCELLULAR LOCATION: Nucleus.
P20435	RPAB2_YEAST	RPO26 RPB6 YPR187W P9677.8	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P20436	RPAB3_YEAST	RPB8 YOR224C YOR50-14	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P20447	DBP3_YEAST	DBP3 YGL078C	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9032262}.
P20448	DBP4_YEAST	HCA4 DBP4 ECM24 YJL033W J1250	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.
P20449	DBP5_YEAST	DBP5 RAT8 YOR046C	SUBCELLULAR LOCATION: Cytoplasm. Nucleus, nuclear pore complex. Nucleus membrane; Peripheral membrane protein; Cytoplasmic side. Note=Nuclear pore complex cytoplasmic fibrils. Accumulates in the nucleus rapidly and reversibly in response to ethanol stress.
P20457	PRI2_YEAST	PRI2 YKL045W YKL258	
P20459	IF2A_YEAST	SUI2 TIF211 YJR007W J1429	
P20485	KICH_YEAST	CKI1 CKI YLR133W L3130 L9606.8	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P20486	CKS1_YEAST	CKS1 YBR135W YBR1011	
P20604	PP11_YEAST	SIT4 PPH1 YDL047W D2693	SUBCELLULAR LOCATION: Cytoplasm.
P20606	SAR1_YEAST	SAR1 YPL218W	SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side. Golgi apparatus membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=Membrane association requires the presence of the SEC12 exchange factor.
P20676	NUP1_YEAST	NUP1 YOR098C YOR3182C	SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247}. Nucleus membrane; Peripheral membrane protein; Nucleoplasmic side.
P20795	VPS33_YEAST	VPS33 SLP1 VAM5 YLR396C L8084.15	SUBCELLULAR LOCATION: Vacuole.
P20840	SAG1_YEAST	SAG1 AGAL1 YJR004C J1418	SUBCELLULAR LOCATION: Secreted, cell wall. Membrane; Lipid-anchor, GPI-anchor. Note=Covalently-linked GPI-modified cell wall protein (GPI-CWP).
P20967	ODO1_YEAST	KGD1 OGD1 YIL125W	SUBCELLULAR LOCATION: Mitochondrion matrix. Mitochondrion matrix, mitochondrion nucleoid.
P21147	ACO1_YEAST	OLE1 YGL055W	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26928762}; Multi-pass membrane protein {ECO:0000255}.
P21182	DCAM_YEAST	SPE2 YOL052C O1275	
P21190	IME1_YEAST	IME1 YJR094C J1916	SUBCELLULAR LOCATION: Nucleus.
P21192	ACE2_YEAST	ACE2 YLR131C L3123 L9606.10	SUBCELLULAR LOCATION: Nucleus.
P21242	PSA7_YEAST	PRE10 PRC1 PRS1 YOR362C O6650	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
P21243	PSA1_YEAST	SCL1 PRC2 PRS2 YGL011C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P21268	FAR1_YEAST	FAR1 YJL157C J0565	
P21269	CCA1_YEAST	CCA1 TNT1 YER168C	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.; SUBCELLULAR LOCATION: [Isoform Mitochondrial]: Mitochondrion.
P21306	ATP5E_YEAST	ATP15 YPL271W P0345	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
P21372	PRP5_YEAST	PRP5 RNA5 YBR237W YBR1603	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P21373	UTR1_YEAST	UTR1 YJR049C J1655	
P21374	ISY1_YEAST	ISY1 NTC30 UTR3 YJR050W J1657	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P21375	OSM1_YEAST	OSM1 YJR051W J1659	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:9587404}.
P21524	RIR1_YEAST	RNR1 CRT7 RIR1 SDS12 YER070W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12732713}.
P21538	REB1_YEAST	REB1 GRF2 YBR049C YBR0502	SUBCELLULAR LOCATION: Nucleus.
P21560	CBP3_YEAST	CBP3 YPL215W P1775	SUBCELLULAR LOCATION: Mitochondrion membrane.
P21576	VPS1_YEAST	VPS1 LAM1 SPO15 YKR001C	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:8344247}.
P21651	RE107_YEAST	REC107 MER2 YJR021C J1462	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16783010}. Chromosome {ECO:0000269|PubMed:16783010}. Note=Localizes to chromosomes.
P21672	RIR3_YEAST	RNR3 DIN1 YIL066C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12732713}.
P21691	SIR1_YEAST	SIR1 YKR101W	SUBCELLULAR LOCATION: Nucleus. Chromosome, centromere. Note=Associated primarily with the HMR-E silencer at the HMR locus.
P21734	UBC1_YEAST	UBC1 YDR177W YD9395.10	
P21801	SDHB_YEAST	SDH2 SDH SDHB YLL041C	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Peripheral membrane protein; Matrix side.
P21825	SEC62_YEAST	SEC62 YPL094C LPG14C	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.
P21826	MLS2_YEAST	DAL7 MLS2 YIR031C	SUBCELLULAR LOCATION: Peroxisome matrix {ECO:0000269|PubMed:27678487}. Note=Imported in peroxisome via recognition by the peroxisomal targeting signal receptor PEX9. {ECO:0000269|PubMed:27678487}.
P21827	RCC1_YEAST	SRM1 MTR1 PRP20 YGL097W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11523802, ECO:0000269|PubMed:16365162, ECO:0000269|PubMed:1666302, ECO:0000269|PubMed:1865879, ECO:0000269|PubMed:2022190}.
P21951	DPOE_YEAST	POL2 DUN2 YNL262W N0825	SUBCELLULAR LOCATION: Nucleus.
P21954	IDHP_YEAST	IDP1 YDL066W	SUBCELLULAR LOCATION: Mitochondrion.
P21957	OPI1_YEAST	OPI1 YHL020C	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:12727870, ECO:0000269|PubMed:15192221}. Nucleus {ECO:0000269|PubMed:15192221}. Note=Maintained at the endoplasmic reticulum by SCS2 (PubMed:12727870). In response to elevated inositol levels, translocates to the nucleus (PubMed:15192221).
P21965	MCK1_YEAST	MCK1 YPK1 YNL307C N0392	
P22007	FNTB_YEAST	RAM1 DPR1 SCG2 STE16 YDL090C D2412	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P22082	SNF2_YEAST	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	SUBCELLULAR LOCATION: Nucleus.
P22108	APA2_YEAST	APA2 YDR530C D9719.33	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P22133	MDHC_YEAST	MDH2 YOL126C	SUBCELLULAR LOCATION: Cytoplasm.
P22134	MAG_YEAST	MAG1 MAG YER142C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11502169}.
P22137	CLH_YEAST	CHC1 YGL206C	SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Membrane, coated pit; Peripheral membrane protein; Cytoplasmic side. Note=Cytoplasmic face of coated pits and vesicles.
P22138	RPA2_YEAST	RPA135 RPA2 RRN2 SRP3 YPR010C YP9531.03C	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14555487, ECO:0000269|PubMed:14562095}.
P22139	RPAB5_YEAST	RPB10 YOR210W	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:14562095}.
P22140	EPT1_YEAST	EPT1 YHR123W	SUBCELLULAR LOCATION: Golgi apparatus membrane; Multi-pass membrane protein.
P22141	PSB4_YEAST	PRE1 YER012W	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
P22146	GAS1_YEAST	GAS1 GGP1 YMR307W YM9952.09	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18434410, ECO:0000269|PubMed:3046936, ECO:0000269|PubMed:3072201}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:2160276, ECO:0000269|PubMed:3046936}. Secreted, cell wall {ECO:0000269|PubMed:10564469, ECO:0000269|PubMed:15781460}. Note=Identified as GPI-anchored plasma membrane protein (GPI-PMP) as well as covalently-linked GPI-modified cell wall protein (GPI-CWP) in the outer cell wall layer. {ECO:0000269|PubMed:15781460, ECO:0000269|PubMed:3046936}.
P22147	XRN1_YEAST	XRN1 DST2 KEM1 RAR5 SEP1 SKI1 YGL173C G1645	SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, perinuclear region. Cytoplasm, P-body.
P22149	AFT1_YEAST	AFT1 RCS1 YGL071W	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P22203	VATE_YEAST	VMA4 VAT5 YOR332W O6241	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095}; Peripheral membrane protein {ECO:0000269|PubMed:14562095}; Cytoplasmic side {ECO:0000305}.
P22204	DBF2_YEAST	DBF2 YGR092W	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body. Bud neck. Nucleus. Note=Localizes on spindle ole body (SPB) for much of the cell cycle and migrates from there to the bud neck in late mitosis. SPB localization during anaphase coincides with activation kinase activity and depends on TEM1 and CDC15. In absence of BUB2, localizes to SPB in cell cycle stages other than anaphase and telophase.
P22211	NPR1_YEAST	NPR1 YNL183C N1631	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11500493}. Note=Appears to be more concentrated in punctate structures reminiscent of the Golgi or of an endosomal compartment.
